UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1M01,F1M02,F1M03,F1M04,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1H01,F1H02   
102030,18751300,29376833,347731,29724564,48475864,2999195,433000,4685368,5118368,1819000,30692608,32511608,37629976,8412152,27417772,0,151428,-22136269,5432931,1337148,4041626,48868789,8890320,0,63137883,33761049,0,0,34212162,32081052,2131110,20188147,-16886326,5432931,3914793,6265057,846467,0,0,0,19523,,205231,,189150,11440221,0,13932139,621,8737885,0,0,0,23376,77920,22771941,34212162,0,0,0,0,0,34212162,11775379,6632752,0,0,0,0,1660776,559914,3572731,1534217,4867903,2039706,2578388,0,0,,,,,7625875,32081052,11356545,3850817,4320232,1955451,46946,10551061,540375,17827000,5635000,2999195,8737885,262020,109207,0,0,0,9109112,6530724,0,6530724,2578388,151270,151428
102067,19965693,48778989,5864736,54643725,74609418,4168915,215085,6503875,6718960,450694,42631546,43082240,49801200,7012470,49977945,1750000,0,-29763282,21964663,1864736,11534282,59366194,17939625,192535,90897372,43051058,0,2797411,42668991,42421492,247499,40218534,-18501370,21964663,8911261,2495152,1882080,961465,0,961465,0,,22858,,534457,14807273,0,17898758,0,9224526,0,0,20595,139640,527658,27811177,42618450,0,48971,0,1570,50541,42668991,18627877,10769408,0,0,0,0,4237347,1948784,4521739,2271305,9376072,3715655,5119402,0,0,,,,,539055,42421492,18705152,5852716,2818295,3253285,21200,11770844,1800287,25386167,3863596,3624530,9224526,159288,293673,0,803134,1512546,11993167,6873765,0,6873765,5119402,,
102076,8550910,20342569,8755910,29098479,37649389,2014962,580000,3353499,3933499,6170000,16611139,22781139,26714638,1923445,13592569,365719,2362376,-5294396,11026268,691351,2094631,27533275,5494574,0,35813831,15471262,0,0,20488700,19569266,919434,16585251,-6478417,11026268,5453952,789048,633988,1000,1000,0,422206,,25874,,34708,7360776,0,7837970,0,5014827,0,0,37132,101767,0,12991696,20352472,0,0,0,136228,136228,20488700,6118443,4144139,0,0,13532,13532,971067,483946,2425417,1268992,3065401,1318816,2717829,411072,43868,,,,,3846505,19569266,7273293,2429609,2252901,1062600,188161,6362702,987714,10316875,1063819,1811578,5014827,103371,108898,0,35380,1938246,7200722,4393116,89777,4482893,2717829,2595654,2594211
102094,182139000,719816000,308941000,1028757000,1210896000,87469000,24097000,132962000,157059000,369534000,637328000,1006862000,1163921000,99046000,337303000,58078000,68311000,-428294000,35398000,62697000,0,786620000,321143000,83472000,1253932000,534116000,0,0,844018000,844752000,-734000,265819000,-229687000,35398000,136222000,16411000,7790000,9892000,9892000,0,25907000,416034000,13007000,0,27816000,653079000,0,108268000,0,21103000,0,0,10948000,17857000,15993000,174169000,827248000,0,8612000,8158000,0,16770000,844018000,141954000,56346000,33118000,12743000,10699000,3921000,31891000,12676000,46904000,17289000,51903000,20864000,13394000,28376000,11407000,486513000,224572000,0,0,0,844752000,359818000,109611000,40823000,48611000,12119000,273770000,16792000,296654000,52224000,39968000,20901000,1407000,45000,0,2607000,24730000,49690000,35207000,1089000,36296000,13394000,152551000,152946000
102313,7583944,22678828,1077667,23756495,31340439,2527763,165000,3414171,3579171,5670000,19637997,25307997,28887168,3133528,16843828,376601,0,-15372923,1847506,474470,6588335,22085654,8585267,3653626,41387352,18708524,0,0,21375902,21971501,-595599,10123892,-7680787,1847506,3169463,3037591,1096853,0,0,0,2560,,2514,,133165,7442146,0,8875582,0,5015075,0,0,4048,32201,6850,13933756,21375902,0,0,0,0,0,21375902,9903727,5408504,0,0,67580,13664,2228765,1185196,1993875,893211,5249310,1778374,2522994,5250,0,,,,,0,21971501,9278949,2856611,2188106,1358864,344130,5944841,694709,12004000,2351000,2229794,4920812,59120,320794,0,0,413372,5714098,3188874,2230,3191104,2522994,,
102368,99561345,307890635,115970259,423860894,523422239,39536162,6858702,49324121,56182823,146115864,218619173,364735037,420917860,33164713,173516168,3327214,120000,-68087554,108875828,15728262,51877947,342487760,49913878,8243977,468251824,160361189,0,0,265278923,259006244,6272679,170504360,-67901211,108875828,127654039,7588139,13103034,1255858,591694,664164,17242296,0,9506078,0,0,176349444,0,50145233,0,25827171,0,0,0,7412025,0,83384429,259733873,0,864099,0,4680951,5545050,265278923,87494617,51866415,485429,172050,22752052,11071184,17755305,7197796,40926988,19162592,46835000,12065583,28935035,10230102,1417815,0,0,0,0,3591716,259006244,102953435,37275841,17260039,12686144,6398918,82431867,-2482096,130798000,23856000,19050540,24714215,909498,396437,0,759962,33948541,60728653,29312156,2481462,31793618,28935035,104408767,120006987
102429,18287926,52629815,3346,52633161,70921087,6558910,1265000,4011503,5276503,13647000,45377455,59024455,64300958,5114882,42818803,656894,3346,-35414886,8064157,1254000,7209772,83707871,16451633,174413,108797689,56167875,0,0,41533900,44056867,-2522967,28015329,-17428205,8064157,7100526,4621839,2424807,50085,50085,0,899489,,21798,,1911478,17030022,0,15959078,0,8500324,0,0,0,18129,26347,24503878,41533900,0,0,0,0,0,41533900,17162040,11489336,0,0,532573,241089,2163427,1429587,5632580,3123666,5671205,2753800,4361921,1371151,220125,,,,,7161970,44056867,19257603,6564400,3978513,2673509,438706,11144136,2139625,26863501,2139625,5318242,8125127,241976,39248,44492,0,2121405,10572248,5794213,416114,6210327,4361921,150900,151439
102553,60196341,573522846,37897355,611420201,671616542,10946145,3279476,19087289,22366765,43446677,86076555,129523232,151889997,14023482,561219463,12295371,1092711,-57958337,516649208,30686525,20931519,921879953,75582418,3804828,1052885243,453712531,0,8841487,291806655,308420868,-16614213,549977517,-16714096,516649208,78575051,18416422,7482551,15132632,2706059,12426573,22018625,0,1981544,0,4608293,148215118,0,120811570,880000,14710876,0,0,0,90244,2180630,138673320,286888438,4757369,160848,0,0,4918217,291806655,128143650,68229179,21075493,9186429,19264467,6918417,29102581,13875733,32719179,13778002,33622072,14661853,15149752,25224316,4619211,0,0,0,0,4119358,308420868,131268824,36059929,22630988,30945243,1443166,86072718,2803742,75265687,8486749,8372616,14435760,716690,332862,210041,505097,11941075,28141525,11985802,1005971,12991773,15149752,55149632,57740708
102614,133272848,760250867,270967867,1031218734,1164491582,16543748,11385950,46167724,57553674,288308394,128873428,417181822,474735496,19657381,716517303,25861715,712212,-56448777,686642453,2552494,128016954,978103575,375506971,255340154,1739520148,739133095,0,17756462,412105949,392220361,19885588,691432360,-24675495,686642453,43192526,97784869,4326796,30534675,3719747,26814928,14111519,0,3127603,0,10083681,203161669,0,160199903,0,6212172,0,0,0,1011724,1315098,168738897,371900566,36833952,3371431,0,0,40205383,412105949,94286492,46119893,140202998,53609232,36139090,13281173,37235813,16267955,23539493,9533047,30151697,12411741,7296028,19483639,2763096,0,0,0,0,3885111,392220361,153986137,39883427,37522325,53175300,4964608,102688564,3274327,111720248,11476698,12550205,6212172,1645111,142257,0,637867,6699588,15336995,6617011,1423956,8040967,7296028,98870292,105945488
102632,16562123,70924068,18808372,89732440,106294563,2126249,595756,1804468,2400224,4777523,17450134,22227657,24627881,2710869,84114978,4974373,0,-8007289,81082062,5122313,12574485,130409520,11804577,13476656,173387551,91540975,0,7676461,55302105,49099257,6202848,78678499,-3799285,81082062,10852368,3891098,144485,612390,54460,557930,2412055,0,38443,0,650312,18601151,0,25154068,0,1532795,0,0,0,25441,166463,26878767,45479918,635966,9186221,0,0,9822187,55302105,21749533,11643904,1452478,674241,334668,96393,5789675,2624241,5022877,2471011,9014892,3931368,1112981,3111497,890961,0,0,0,0,1510656,49099257,22332119,6146019,4344302,5015024,155744,11106049,478714,15161618,1600890,1698458,1505794,313762,0,0,74101,1081725,2975382,1652445,209956,1862401,1112981,5886198,6231174
102711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252233,410,2881841,0,0,0,,,2375668,,0,6510152,0,5009600,0,366369,0,0,0,0,0,5375969,11886121,,,,2287540,2287540,14173661,4811478,2528741,0,0,175243,84774,498347,218621,1473428,295252,3111944,720731,366369,,,,,,,2572310,13009119,4924407,2814066,2101645,0,0,3169001,,,,,366369,0,0,0,0,306566,672935,306566,0,306566,366369,,
103529,121376466,12037703,351544399,363582102,484958568,2166775,232510,200108924,200341434,934409,24379567,25313976,225655410,2592805,12816687,48129649,132108087,65822705,258877128,169743,2351239,32173324,9255383,1046372,44996061,33268475,0,1526232,76350122,36338368,40011754,222335211,-3469837,258877128,2076483,0,0,4124363,0,4124363,0,,11590,,84313,6296749,0,19136104,0,0,0,0,0,18013136,32904133,70053373,76350122,0,0,0,0,0,76350122,0,0,0,0,6396,0,0,0,0,0,37535050,17840190,0,0,0,,,,,-1203078,36338368,17840190,2429068,2656593,1141351,21833,12249333,346232,15534727,1458116,1760147,,,,,,,,,,,,234623278,240684293
104151,258604000,2186802000,1624209000,3811011000,4069615000,146557000,158716000,249479000,408195000,1690670000,773819000,2464489000,2872684000,73503000,956220000,119410000,78813000,115542000,1269985000,132615000,172527000,3006735000,634640000,293828000,4240345000,1606983000,1457000,0,2583781000,2520707000,63074000,1333832000,-126921000,1269985000,1323268000,234408000,2566000,76584000,1152000,75432000,166057000,0,94158000,0,18745000,1915786000,0,306778000,0,179837000,41615000,22212000,75791000,12778000,0,639011000,2554797000,13479000,15471000,34000,0,28984000,2583781000,973372000,489399000,333019000,127061000,41293000,14461000,352486000,161582000,158819000,71366000,173989000,70865000,211811000,264114000,64383000,0,0,0,0,11804000,2520707000,999117000,335326000,119349000,132814000,61903000,872198000,3336000,585839000,33415000,97300000,141193000,10218000,348000,9000,33250000,416682000,601700000,374096000,15793000,389889000,211811000,665488000,720565000
104160,42244528,81067814,886151,81953965,124198493,6753776,3460929,4869335,8330264,52794481,37710237,90504718,98834982,4674668,27665227,3431382,0,-3653990,27442619,569215,22510241,117647402,12643793,34121,153404772,71733622,0,0,66822951,64579678,2243273,25199346,0,27442619,4885692,0,0,0,0,0,2886528,,0,,583762,8355982,0,4456351,33580106,18605777,809594,0,0,219620,781284,58452732,66808714,0,6796,0,7441,14237,66822951,27977866,15318284,0,0,1279395,781257,5532302,2108384,6969144,4155342,8947427,4331885,6647895,7225649,669379,,,,,0,64579678,27364531,6277079,6000096,4546350,1928884,18462738,389007,36516509,4622848,4452469,13403987,486784,54050,5999,11008,1608641,15570469,8361056,561518,8922574,6647895,1770586,1810733
104179,433680000,1713377000,1775311000,3488688000,3922368000,121208000,76268000,240222000,316490000,1524685000,854662000,2379347000,2695837000,308099000,776373000,244542000,154227000,-135502000,1039640000,124468000,275518000,2643691000,849000000,362748000,4255425000,2072299000,17467000,0,2123033000,2060678000,62355000,1134745000,-157460000,1039640000,653519000,303204000,13592000,182091000,2424000,179667000,205468000,0,54180000,0,18558000,1430612000,0,282534000,1018000,79930000,2712000,23256000,81746000,30911000,138661000,640768000,2071380000,14249000,11447000,4746000,21211000,51653000,2123033000,568623000,312384000,497692000,231245000,90519000,42934000,341177000,166138000,79313000,41313000,168723000,78762000,55436000,292517000,82846000,0,0,0,0,-33322000,2060678000,955622000,323291000,106062000,133682000,53275000,488746000,18898000,614897000,41356000,78054000,48537000,979000,8916000,0,31163000,187060000,276655000,214043000,7176000,221219000,55436000,843529009,959631702
104346,67871552,119825479,81602357,201427836,269299388,10652511,6156361,5044471,11200832,110405885,38922626,149328511,160529343,4422720,51397516,980492,0,62621828,114999836,26013275,29293242,140130164,16945580,29252375,241634636,67644410,1100902,0,83882992,76838404,7044588,107955248,0,114999836,5835587,0,0,0,0,0,729731,,0,,211901,6777219,0,1717800,58607075,14207221,1546989,227322,0,799366,0,77105773,83882992,0,0,0,0,0,83882992,34407960,15942834,0,0,311753,134544,3258041,1881734,6734947,3189051,18197045,6234259,6293315,1724489,336100,,,,,5910854,76838404,27718522,10591360,6559176,6574233,3575056,21820057,1279542,37064298,4422720,7395013,9763333,146960,0,479196,1706035,0,12095524,5357366,444843,5802209,6293315,4462247,4050027
104425,22928459,72331536,2095166,74426702,97355161,5257422,1851180,3961117,5812297,24029517,33702176,57731693,63543990,2272874,46450838,3276886,0,-12932005,36795719,1993038,13612540,86241063,12895363,35984,114777988,42446452,0,0,49098935,47402292,1696643,35099076,0,36795719,6280110,0,243711,167198,2500,164698,681682,,0,,489547,7862248,0,10786200,21552268,7325656,1358786,14119,17885,119874,61899,41236687,49098935,0,0,0,0,0,49098935,16897775,12198772,0,0,739666,464313,1239466,766448,6301964,3614684,8936062,4099973,3715968,919453,102232,,,,,8651938,47402292,23175332,5305532,2341678,3655738,864237,12059775,1215684,32480236,2272874,4087407,6029574,93011,15688,14119,9984,559431,6721807,3005839,0,3005839,3715968,9072116,9581941
104577,30077029,28481163,7720690,36201853,66278882,3799056,0,3591588,3591588,0,32299242,32299242,35890830,2891342,36201853,1766203,0,-6672290,31295766,7717343,26827,48069969,19121589,3347,74939075,38737222,0,0,42301115,43499886,-1198771,32494536,1,31295766,3328605,101919,415799,5103927,5020746,83181,574007,,0,,362296,9886553,0,17925900,6703056,6091764,1344066,4076,0,334142,11558,32414562,42301115,0,0,0,0,0,42301115,19815338,11465624,0,0,0,0,900402,413160,7319239,3213563,9243269,4365857,2957195,3048324,483888,,,,,216119,43499886,19942092,8740196,3951599,2205238,0,8660761,676796,30606196,2891342,3799056,5160646,345105,16063,0,3134643,0,8656457,4579200,1120062,5699262,2957195,5824092,7535095
104708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19105583,0,0,0,0,0,578446,,0,,16105,19700134,0,0,63432709,28549547,115523,62524,795531,1684,0,92957518,112657652,0,62176,0,0,62176,112719828,54288243,36466163,0,0,874684,577883,11592677,6345983,12277961,7116449,5877568,2413674,16179823,1640932,438398,,,,,0,102731888,53358550,12570361,9767074,5488294,0,21547609,,,,,26147326,363036,115523,0,4485618,0,31111503,14931680,0,14931680,16179823,,
105136,621799577,687761441,265229934,952991375,1574790952,82162030,73958095,109388445,183346540,982838877,29965664,1012804541,1196151081,37121526,371048697,107654591,363163,-55386076,423680375,229643891,0,994767692,172733568,46403550,1443548701,674807917,39899214,0,898705491,836741220,61964271,361716104,0,423680375,1252386,0,0,0,0,0,1052439,,0,,2839994,5144819,0,0,116576148,4055082,110237,289791,0,5886298,0,126917556,132062375,0,0,0,0,0,132062375,493692,293688,0,0,4779986,2225062,7066027,3231937,10585162,4087246,81309909,28859775,411468,22744834,166713,,,,,4671297,132062375,38864421,10766967,4369151,5819718,14236383,58005735,,,,,,,,,,,,,,,,64089873,65981379
105145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8748957,0,0,0,0,0,662626,,0,,0,9411583,0,0,34967082,9707276,1990729,508505,320412,181,0,47494185,56905768,0,0,0,0,0,56905768,20377307,13732010,0,0,131604,11082,4520959,2724652,7318430,4350274,7076468,3087362,4189036,13291964,5992209,,,,,0,56905768,29897589,7931089,2960757,4524970,0,11591363,,,,,7300486,206750,54472,0,1067236,0,8628944,4439908,0,4439908,4189036,,
105154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26566604,0,0,0,0,0,1286415,,0,,16886,27869905,0,0,70202673,24702350,140107,94360,1594416,130,0,96734036,124603941,0,0,0,0,0,124603941,55696562,39539482,0,0,219049,75735,13546926,8131930,15956265,8835772,14735615,5860229,14404786,6330133,1872211,,,,,0,120889336,64315359,15027837,9014992,5471611,0,27059537,,,,,22744134,596642,122632,0,4905815,0,28369223,13964437,0,13964437,14404786,,
105206,27744983,25405204,72509,25477713,53222696,2526724,0,956707,956707,0,20803812,20803812,21760519,2350595,25405204,171693,0,6061409,31638306,638098,3886260,39467162,3661242,216272,47869034,26576832,0,0,38252777,30645079,7607698,24023191,7417,31638306,5049361,0,0,431085,0,431085,165500,,0,,0,5645946,0,1658000,23375115,6946483,545269,0,0,80647,1317,32606831,38252777,0,0,0,0,0,38252777,11008405,7378925,0,0,88148,64110,2935545,2274090,3011035,2212060,5022945,2491856,3045857,327094,144783,,,,,5206050,30645079,15461317,4600248,2693854,1191097,0,6698563,,,,,6161125,755415,28427,0,0,0,6944967,3899110,0,3899110,3045857,2819098,3372916
105297,39584579,49630701,7762340,57393041,96977620,0,704554,13786460,14491014,0,0,0,14491014,0,48838984,6197987,3438980,24010655,82486606,2060187,0,64932270,21097329,3049942,91139728,41896611,0,733529,34887651,34396729,490922,103026768,-21031084,82486606,334623,4868507,0,0,0,0,1055703,0,0,0,0,6258833,13960848,0,4200000,7483707,0,0,0,519997,0,26164552,32423385,2464266,0,0,0,2464266,34887651,9394391,6457794,799237,288738,12557,0,2396815,1363319,1541703,898439,7222385,3206642,5587552,2330803,253194,0,0,0,0,5111286,34396729,12468126,3156398,4558394,2171834,24370,12017607,,,,,4457912,75952,2406355,1689337,139926,100000,8869482,1871413,1410517,3281930,5587552,6613986,7456693
105330,244524403,819359463,103361639,922721102,1167245505,37959088,23837686,59462209,83299895,612254509,201988207,814242716,897542611,64922683,232568007,44593961,25107059,-59529728,242739299,8563009,154823712,1065755812,130444915,13433031,1373020479,533687961,2022985,0,590295212,584857242,5437970,287650406,-50349077,242739299,236789625,26653584,1835244,5455875,1329356,4126519,66479123,0,0,0,22362150,359575601,0,99716300,0,64606753,4227077,2777556,14460359,4297937,30493870,220579852,580155453,5896500,3321415,921844,0,10139759,590295212,214907439,116165112,50136825,23076157,35199667,10086217,47469700,22292907,64084382,26351041,76993168,30842665,38658557,57379266,25874209,0,0,0,0,28238,584857242,254688308,84028521,136562635,42830015,28060967,38686796,-1114475,188499716,10746855,24962081,43108043,4335092,178810,12183,6710739,121429612,175774479,128015296,9100626,137115922,38658557,170870000,186219000
105349,60869148,37359157,3042426,40401583,101270731,2319098,0,2156740,2156740,0,19234566,19234566,21391306,2302480,39379263,243947,12414,40260419,79896043,709291,10501263,42980010,8401365,1310814,63902743,24523482,0,0,33963385,27284301,6679084,73216959,0,79896043,2328188,0,1030408,1485918,1485918,0,8549,,123753,,147203,5124019,0,8690200,14879623,3706435,684985,2000,326482,549641,0,28839366,33963385,0,0,0,0,0,33963385,11371218,7167717,0,0,32012,31664,1231852,746521,2376381,1396457,9898702,3745559,1998572,375564,240255,,,,,0,27284301,13328173,3059402,1644633,2200669,0,7051424,156207,19136078,2302480,2319098,2253500,68594,18339,234262,23184,2033192,4631071,2606312,26187,2632499,1998572,12414,12414
105428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10925615,0,0,0,0,0,845873,,0,,5891,11777379,0,0,41108814,19333766,1339097,152274,857129,15330,0,62806410,74583789,0,40334,0,0,40334,74624123,30856934,22215592,0,0,966765,581115,9009012,5290845,8483654,4999518,7068727,3004359,11503138,6735893,152650,,,,,0,74624123,36244079,8298382,3024774,4609237,0,22447651,,,,,17828953,415815,88042,0,2847236,0,21180046,9676908,0,9676908,11503138,,
105525,104234903,80448375,49872169,130320544,234555447,16228856,0,18668931,18668931,1067207,127471731,128538938,147207869,15167495,96772449,12451846,0,-20815356,88408939,15291311,0,193712220,37198722,2361583,248563836,150462567,0,0,191910735,175471248,16439487,71892281,77171,88408939,28532331,627287,443327,1696311,744370,951941,1067161,,0,,1008383,33374800,0,0,111324689,42048279,844122,478993,661829,706141,2391232,158455285,191830085,0,80650,0,0,80650,191910735,60288404,40202259,0,0,0,0,29022699,17218872,31489971,18230773,31178569,17433582,16549486,901202,100603,,,,,6040917,175471248,93186089,26526766,14767795,7117410,32493,33840695,2271810,123727324,15167495,16228856,29632177,1142769,94327,0,669619,1106514,32645406,16095920,0,16095920,16549486,5441676,5546220
105668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32674637,0,0,0,0,0,1644631,,0,,21082,34340350,0,0,63803924,12776622,2273893,954995,9580894,559,0,89390887,123731237,0,112826,0,0,112826,123844063,24242932,12232774,0,0,12827785,6718560,18947454,12901413,5903956,2567917,13866987,5810815,7068769,11312689,5484795,,,,,0,94170572,45716274,10975304,3644138,3903598,0,29931258,,,,,9998380,219938,90330,0,2686954,0,12995602,5926833,0,5926833,7068769,,
105747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11875574,0,0,0,0,0,340986,,0,,28547,12245107,0,0,36599090,7504408,4144,291572,810875,-69,0,45210020,57455127,0,29540,0,0,29540,57484667,31558388,19934050,0,0,105669,41937,7047146,3433936,7803790,4285875,5352378,2308600,4070532,1546764,86803,,,,,0,57484667,30091201,7559925,5974657,4556360,0,9302524,,,,,6616685,150475,52654,0,1578205,0,8398019,4327487,0,4327487,4070532,,
105792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971017,0,0,0,0,0,312620,,0,,2457,3286094,0,0,23311838,8307399,95577,34544,359983,1723,0,32111064,35397158,0,111506,0,0,111506,35508664,13459244,8448231,0,0,13882,6223,6376689,3486802,5856210,3115505,4112066,1388783,4883457,761170,188626,,,,,45946,35508664,16634170,4268562,4741895,2448355,0,7415682,,,,,7611458,125660,45702,0,1210991,0,8993811,4110354,0,4110354,4883457,,
106148,25133702,154576584,5881389,160457973,185591675,4849580,6170236,4501798,10672034,21428961,32539925,53968886,64640920,1857845,133877780,100000,1200234,-11235524,123942490,5628526,25342107,188925334,18359977,150275,238406219,78324421,200630,0,74549568,62651177,11898391,112486839,-442740,123942490,8428264,0,0,0,0,0,992517,,0,,1542733,10963514,0,2081410,48584970,10946124,370096,0,1393012,195500,10513,63581625,74545139,0,4429,0,0,4429,74549568,24509720,14352045,0,0,2315117,713178,5799477,2924253,9212938,4638241,11928326,5641266,6287936,2597663,580429,,,,,0,62651177,28849412,7847705,6413053,6599726,1101584,11839697,937430,30763535,1857845,3838055,8801326,148252,0,0,0,1268169,10217747,3557631,372180,3929811,6287936,11515106,12564830
